dataset,accuracy,f1_weighted, naive_accuracy,naive_f1,knn_acc,knn_f1,rf_acc,rf_f1
UCI-HAR,0.8866644044791313,0.8858650364798698, 0.1822, 0.0562,0.8534102477095351,0.8528380481174539,0.8605361384458772,0.8580765469725137
