dataset,accuracy,f1,naive_accuracy,naive_f1,knn_acc,knn_f1,rf_acc,rf_f1
Wafer_TEST,0.9443543153796237,0.9440370209422045,0.8921155094094744,0.8412489387366371,0.995944192083063,0.9959535178402222,0.9656067488643738,0.9631286558392975
