dataset,accuracy,f1,naive_accuracy,naive_f1,knn_acc,knn_f1,rf_acc,rf_f1
GestureMidAirD2_TEST,0.36153846153846153,0.3424065125422592,0.038461538461538464,0.0028490028490028487,0.4846153846153846,0.4646793377562608,0.4230769230769231,0.34449998216966543
