dataset,accuracy,f1,naive_accuracy,naive_f1,knn_acc,knn_f1,rf_acc,rf_f1
DistalPhalanxTW_TEST,0.5827338129496403,0.5594269952065076,0.302158273381295,0.14022814897253466,0.5827338129496403,0.5600840923465583,0.6618705035971223,0.5681724213106005
