dataset,accuracy,f1,naive_accuracy,naive_f1,knn_acc,knn_f1,rf_acc,rf_f1
ArrowHead_TEST,0.42857142857142855,0.43806694878095886,0.3942857142857143,0.2229976580796253,0.76,0.761047488930901,0.68,0.6830907696804234
